"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"18.07.2000","6,146","6,146","6,146","6,146","-0,10%"
"17.07.2000","6,152","6,152","6,152","6,152","0,84%"
"14.07.2000","6,101","6,101","6,101","6,101","1,55%"
"13.07.2000","6,008","6,008","6,008","6,008","-1,22%"
"12.07.2000","6,082","6,082","6,082","6,082","0,43%"
"11.07.2000","6,056","6,056","6,056","6,056","0,22%"
"10.07.2000","6,043","6,043","6,043","6,043","0,47%"
"07.07.2000","6,015","6,015","6,015","6,015","-0,58%"
"06.07.2000","6,050","6,050","6,050","6,050","1,10%"
"05.07.2000","5,984","5,984","5,984","5,984","-0,12%"
"03.07.2000","5,991","5,991","5,991","5,991","-0,60%"
"30.06.2000","6,027","6,027","6,027","6,027","-0,15%"
"29.06.2000","6,036","6,036","6,036","6,036","-1,15%"
"28.06.2000","6,106","6,106","6,106","6,106","0,21%"
"27.06.2000","6,093","6,093","6,093","6,093","-0,15%"
"26.06.2000","6,102","6,102","6,102","6,102","-1,34%"
"23.06.2000","6,185","6,185","6,185","6,185","1,28%"
"22.06.2000","6,107","6,107","6,107","6,107","-0,07%"
"21.06.2000","6,111","6,111","6,111","6,111","1,46%"
"20.06.2000","6,023","6,023","6,023","6,023","0,33%"
"19.06.2000","6,003","6,003","6,003","6,003","0,38%"
"16.06.2000","5,980","5,980","5,980","5,980","-1,16%"
"15.06.2000","6,050","6,050","6,050","6,050","0,00%"
"14.06.2000","6,050","6,050","6,050","6,050","-1,03%"
"13.06.2000","6,113","6,113","6,113","6,113","0,56%"
"12.06.2000","6,079","6,079","6,079","6,079","-0,77%"
"09.06.2000","6,126","6,126","6,126","6,126","-0,08%"
"08.06.2000","6,131","6,131","6,131","6,131","-0,34%"
"07.06.2000","6,152","6,152","6,152","6,152","0,41%"
"06.06.2000","6,127","6,127","6,127","6,127","0,18%"
"05.06.2000","6,116","6,116","6,116","6,116","-0,86%"
"02.06.2000","6,169","6,169","6,169","6,169","-0,31%"
"01.06.2000","6,188","6,188","6,188","6,188","-1,54%"
"31.05.2000","6,285","6,285","6,285","6,285","-1,49%"
"30.05.2000","6,380","6,380","6,380","6,380","0,84%"
"26.05.2000","6,327","6,327","6,327","6,327","-1,11%"
"25.05.2000","6,398","6,398","6,398","6,398","-1,25%"
"24.05.2000","6,479","6,479","6,479","6,479","0,79%"
"23.05.2000","6,428","6,428","6,428","6,428","-0,34%"
"22.05.2000","6,450","6,450","6,450","6,450","-0,74%"
"19.05.2000","6,498","6,498","6,498","6,498","-0,67%"
"18.05.2000","6,542","6,542","6,542","6,542","0,82%"
"17.05.2000","6,489","6,489","6,489","6,489","0,87%"
"16.05.2000","6,433","6,433","6,433","6,433","-0,29%"
"15.05.2000","6,452","6,452","6,452","6,452","-1,10%"
"12.05.2000","6,524","6,524","6,524","6,524","1,62%"
"11.05.2000","6,420","6,420","6,420","6,420","-0,57%"
"10.05.2000","6,457","6,457","6,457","6,457","-1,03%"
"09.05.2000","6,524","6,524","6,524","6,524","-0,67%"
"08.05.2000","6,568","6,568","6,568","6,568","0,88%"
"05.05.2000","6,511","6,511","6,511","6,511","1,28%"
"04.05.2000","6,429","6,429","6,429","6,429","0,41%"
"03.05.2000","6,403","6,403","6,403","6,403","1,57%"
"02.05.2000","6,304","6,304","6,304","6,304","0,32%"
"01.05.2000","6,284","6,284","6,284","6,284","1,06%"
"28.04.2000","6,218","6,218","6,218","6,218","-0,14%"
"27.04.2000","6,227","6,227","6,227","6,227","1,45%"
"26.04.2000","6,138","6,138","6,138","6,138","0,07%"
"25.04.2000","6,134","6,134","6,134","6,134","1,84%"
"24.04.2000","6,023","6,023","6,023","6,023","0,38%"
"20.04.2000","6,000","6,000","6,000","6,000","0,03%"
"19.04.2000","5,998","5,998","5,998","5,998","-0,83%"
"18.04.2000","6,048","6,048","6,048","6,048","0,10%"
"17.04.2000","6,042","6,042","6,042","6,042","3,11%"
"14.04.2000","5,860","5,860","5,860","5,860","-1,20%"
"13.04.2000","5,931","5,931","5,931","5,931","-0,27%"
"12.04.2000","5,947","5,947","5,947","5,947","1,09%"
"11.04.2000","5,883","5,883","5,883","5,883","1,34%"
"10.04.2000","5,805","5,805","5,805","5,805","-0,68%"
"07.04.2000","5,845","5,845","5,845","5,845","-1,32%"
"06.04.2000","5,923","5,923","5,923","5,923","0,90%"
"05.04.2000","5,870","5,870","5,870","5,870","-0,29%"
"04.04.2000","5,887","5,887","5,887","5,887","-1,31%"
"03.04.2000","5,965","5,965","5,965","5,965","-0,62%"
"31.03.2000","6,002","6,002","6,002","6,002","-0,76%"
"30.03.2000","6,048","6,048","6,048","6,048","-1,64%"
"29.03.2000","6,149","6,149","6,149","6,149","-0,07%"
"28.03.2000","6,153","6,153","6,153","6,153","-0,55%"
"27.03.2000","6,187","6,187","6,187","6,187","-0,06%"
"24.03.2000","6,191","6,191","6,191","6,191","1,71%"
"23.03.2000","6,087","6,087","6,087","6,087","-0,54%"
"22.03.2000","6,120","6,120","6,120","6,120","-0,34%"
"21.03.2000","6,141","6,141","6,141","6,141","-0,82%"
"20.03.2000","6,192","6,192","6,192","6,192","-0,19%"
"17.03.2000","6,204","6,204","6,204","6,204","-0,69%"
"16.03.2000","6,247","6,247","6,247","6,247","-0,60%"
"15.03.2000","6,285","6,285","6,285","6,285","-0,14%"
"14.03.2000","6,294","6,294","6,294","6,294","-1,19%"
"13.03.2000","6,370","6,370","6,370","6,370","-0,27%"
"10.03.2000","6,387","6,387","6,387","6,387","0,60%"
"09.03.2000","6,349","6,349","6,349","6,349","-0,67%"
"08.03.2000","6,392","6,392","6,392","6,392","0,33%"
"07.03.2000","6,371","6,371","6,371","6,371","-0,65%"
"06.03.2000","6,413","6,413","6,413","6,413","0,53%"
"03.03.2000","6,379","6,379","6,379","6,379","-0,14%"
"02.03.2000","6,388","6,388","6,388","6,388","0,06%"
"01.03.2000","6,384","6,384","6,384","6,384","-0,39%"
"29.02.2000","6,409","6,409","6,409","6,409","-0,14%"
"28.02.2000","6,418","6,418","6,418","6,418","1,28%"
"25.02.2000","6,337","6,337","6,337","6,337","-0,47%"
"24.02.2000","6,367","6,367","6,367","6,367","-0,86%"
"23.02.2000","6,422","6,422","6,422","6,422","0,93%"
"22.02.2000","6,363","6,363","6,363","6,363","-1,85%"
"18.02.2000","6,483","6,483","6,483","6,483","-1,17%"
"17.02.2000","6,560","6,560","6,560","6,560","0,26%"
"16.02.2000","6,543","6,543","6,543","6,543","-0,14%"
"15.02.2000","6,552","6,552","6,552","6,552","-0,12%"
"14.02.2000","6,560","6,560","6,560","6,560","-0,53%"
"11.02.2000","6,595","6,595","6,595","6,595","-1,17%"
"10.02.2000","6,673","6,673","6,673","6,673","0,06%"
"09.02.2000","6,669","6,669","6,669","6,669","0,77%"
"08.02.2000","6,618","6,618","6,618","6,618","-0,41%"
"07.02.2000","6,645","6,645","6,645","6,645","1,33%"
"04.02.2000","6,558","6,558","6,558","6,558","1,71%"
"03.02.2000","6,448","6,448","6,448","6,448","-1,93%"
"02.02.2000","6,575","6,575","6,575","6,575","-0,77%"
"01.02.2000","6,626","6,626","6,626","6,626","-0,54%"
"31.01.2000","6,662","6,662","6,662","6,662","0,06%"
"28.01.2000","6,658","6,658","6,658","6,658","-0,61%"
"27.01.2000","6,699","6,699","6,699","6,699","0,50%"
"26.01.2000","6,666","6,666","6,666","6,666","-0,42%"
"25.01.2000","6,694","6,694","6,694","6,694","0,07%"
"24.01.2000","6,689","6,689","6,689","6,689","-1,23%"
"21.01.2000","6,772","6,772","6,772","6,772","-0,27%"
"20.01.2000","6,790","6,790","6,790","6,790","0,89%"
"19.01.2000","6,730","6,730","6,730","6,730","-0,34%"
"18.01.2000","6,753","6,753","6,753","6,753","1,05%"
"17.01.2000","6,683","6,683","6,683","6,683","-0,07%"
"14.01.2000","6,688","6,688","6,688","6,688","0,84%"
"13.01.2000","6,632","6,632","6,632","6,632","-1,03%"
"12.01.2000","6,701","6,701","6,701","6,701","0,63%"
"11.01.2000","6,659","6,659","6,659","6,659","1,60%"
"10.01.2000","6,554","6,554","6,554","6,554","0,63%"
"07.01.2000","6,513","6,513","6,513","6,513","-0,41%"
"06.01.2000","6,540","6,540","6,540","6,540","-0,89%"
"05.01.2000","6,599","6,599","6,599","6,599","1,54%"
"04.01.2000","6,499","6,499","6,499","6,499","-1,44%"
"03.01.2000","6,594","6,594","6,594","6,594","2,47%"
"31.12.1999","6,435","6,435","6,435","6,435","1,05%"
"30.12.1999","6,368","6,368","6,368","6,368","-0,34%"
"29.12.1999","6,390","6,390","6,390","6,390","-0,42%"
"28.12.1999","6,417","6,417","6,417","6,417","0,28%"
"27.12.1999","6,399","6,399","6,399","6,399","5,16%"
"24.12.1999","6,085","6,085","6,085","6,085","-5,23%"
"23.12.1999","6,421","6,421","6,421","6,421","0,71%"
"22.12.1999","6,376","6,376","6,376","6,376","0,00%"
"21.12.1999","6,376","6,376","6,376","6,376","0,28%"
"20.12.1999","6,358","6,358","6,358","6,358","1,07%"
"17.12.1999","6,291","6,291","6,291","6,291","-0,21%"
"16.12.1999","6,304","6,304","6,304","6,304","1,06%"
"15.12.1999","6,238","6,238","6,238","6,238","0,35%"
"14.12.1999","6,216","6,216","6,216","6,216","1,87%"
"13.12.1999","6,102","6,102","6,102","6,102","0,49%"
"10.12.1999","6,072","6,072","6,072","6,072","-0,91%"
"09.12.1999","6,128","6,128","6,128","6,128","-0,15%"
"08.12.1999","6,137","6,137","6,137","6,137","0,57%"
"07.12.1999","6,102","6,102","6,102","6,102","-0,64%"
"06.12.1999","6,141","6,141","6,141","6,141","-0,42%"
"03.12.1999","6,167","6,167","6,167","6,167","-1,06%"
"02.12.1999","6,233","6,233","6,233","6,233","0,42%"
"01.12.1999","6,207","6,207","6,207","6,207","0,23%"
"30.11.1999","6,193","6,193","6,193","6,193","-0,21%"
"29.11.1999","6,206","6,206","6,206","6,206","1,42%"
"26.11.1999","6,119","6,119","6,119","6,119","0,56%"
"24.11.1999","6,085","6,085","6,085","6,085","0,08%"
"23.11.1999","6,080","6,080","6,080","6,080","-0,15%"
"22.11.1999","6,089","6,089","6,089","6,089","0,36%"
"19.11.1999","6,067","6,067","6,067","6,067","0,13%"
"18.11.1999","6,059","6,059","6,059","6,059","0,36%"
"17.11.1999","6,037","6,037","6,037","6,037","1,29%"
"16.11.1999","5,960","5,960","5,960","5,960","0,64%"
"15.11.1999","5,922","5,922","5,922","5,922","-0,13%"
"12.11.1999","5,930","5,930","5,930","5,930","-0,94%"
"11.11.1999","5,986","5,986","5,986","5,986","0,08%"
"10.11.1999","5,981","5,981","5,981","5,981","0,42%"
"09.11.1999","5,956","5,956","5,956","5,956","0,35%"
"08.11.1999","5,935","5,935","5,935","5,935","0,15%"
"05.11.1999","5,926","5,926","5,926","5,926","-0,50%"
"04.11.1999","5,956","5,956","5,956","5,956","-0,72%"
"03.11.1999","5,999","5,999","5,999","5,999","-0,42%"
"02.11.1999","6,024","6,024","6,024","6,024","-0,43%"
"01.11.1999","6,050","6,050","6,050","6,050","0,36%"
"29.10.1999","6,028","6,028","6,028","6,028","-1,49%"
"28.10.1999","6,119","6,119","6,119","6,119","-1,24%"
"27.10.1999","6,196","6,196","6,196","6,196","-0,63%"
"26.10.1999","6,235","6,235","6,235","6,235","0,48%"
"25.10.1999","6,205","6,205","6,205","6,205","0,15%"
"22.10.1999","6,196","6,196","6,196","6,196","0,06%"
"21.10.1999","6,192","6,192","6,192","6,192","0,28%"
"20.10.1999","6,175","6,175","6,175","6,175","-0,06%"
"19.10.1999","6,179","6,179","6,179","6,179","0,49%"
"18.10.1999","6,149","6,149","6,149","6,149","1,22%"
"15.10.1999","6,075","6,075","6,075","6,075","-1,54%"
"14.10.1999","6,170","6,170","6,170","6,170","0,98%"
"13.10.1999","6,110","6,110","6,110","6,110","0,86%"
"12.10.1999","6,058","6,058","6,058","6,058","0,35%"
"11.10.1999","6,037","6,037","6,037","6,037","0,00%"
"08.10.1999","6,037","6,037","6,037","6,037","-0,07%"
"07.10.1999","6,041","6,041","6,041","6,041","0,07%"
"06.10.1999","6,037","6,037","6,037","6,037","0,00%"
"05.10.1999","6,037","6,037","6,037","6,037","1,79%"
"04.10.1999","5,931","5,931","5,931","5,931","-0,70%"
"01.10.1999","5,973","5,973","5,973","5,973","1,56%"
"30.09.1999","5,881","5,881","5,881","5,881","-1,34%"
"29.09.1999","5,961","5,961","5,961","5,961","0,86%"
"28.09.1999","5,910","5,910","5,910","5,910","1,35%"
"27.09.1999","5,831","5,831","5,831","5,831","1,00%"
"24.09.1999","5,773","5,773","5,773","5,773","-0,43%"
"23.09.1999","5,798","5,798","5,798","5,798","-1,98%"
"22.09.1999","5,915","5,915","5,915","5,915","-0,35%"
"21.09.1999","5,936","5,936","5,936","5,936","0,51%"
"20.09.1999","5,906","5,906","5,906","5,906","0,63%"
"17.09.1999","5,869","5,869","5,869","5,869","-0,49%"
"16.09.1999","5,898","5,898","5,898","5,898","-0,42%"
"15.09.1999","5,923","5,923","5,923","5,923","-0,64%"
"14.09.1999","5,961","5,961","5,961","5,961","1,07%"
"13.09.1999","5,898","5,898","5,898","5,898","-0,07%"
"10.09.1999","5,902","5,902","5,902","5,902","-1,07%"
"09.09.1999","5,966","5,966","5,966","5,966","0,64%"
"08.09.1999","5,928","5,928","5,928","5,928","-0,35%"
"07.09.1999","5,949","5,949","5,949","5,949","1,07%"
"03.09.1999","5,886","5,886","5,886","5,886","-2,03%"
"02.09.1999","6,008","6,008","6,008","6,008","0,42%"
"01.09.1999","5,983","5,983","5,983","5,983","0,15%"
"31.08.1999","5,974","5,974","5,974","5,974","0,29%"
"30.08.1999","5,957","5,957","5,957","5,957","1,64%"
"27.08.1999","5,861","5,861","5,861","5,861","1,65%"
"26.08.1999","5,766","5,766","5,766","5,766","0,93%"
"25.08.1999","5,713","5,713","5,713","5,713","-1,84%"
"24.08.1999","5,820","5,820","5,820","5,820","-1,21%"
"23.08.1999","5,891","5,891","5,891","5,891","0,36%"
"20.08.1999","5,870","5,870","5,870","5,870","-0,42%"
"19.08.1999","5,895","5,895","5,895","5,895","0,43%"
"18.08.1999","5,870","5,870","5,870","5,870","-0,15%"
"17.08.1999","5,879","5,879","5,879","5,879","-1,46%"
"16.08.1999","5,966","5,966","5,966","5,966","-0,22%"
"13.08.1999","5,979","5,979","5,979","5,979","-1,66%"
"12.08.1999","6,080","6,080","6,080","6,080","-0,33%"
"11.08.1999","6,100","6,100","6,100","6,100","-1,01%"
"10.08.1999","6,162","6,162","6,162","6,162","0,51%"
"09.08.1999","6,131","6,131","6,131","6,131","1,54%"
"06.08.1999","6,038","6,038","6,038","6,038","2,97%"
"05.08.1999","5,864","5,864","5,864","5,864","-1,23%"
"04.08.1999","5,937","5,937","5,937","5,937","-0,30%"
"03.08.1999","5,955","5,955","5,955","5,955","0,52%"
"02.08.1999","5,924","5,924","5,924","5,924","0,37%"
"30.07.1999","5,902","5,902","5,902","5,902","0,44%"
"29.07.1999","5,876","5,876","5,876","5,876","1,42%"
"28.07.1999","5,794","5,794","5,794","5,794","-0,31%"
"27.07.1999","5,812","5,812","5,812","5,812","-0,58%"
"26.07.1999","5,846","5,846","5,846","5,846","0,07%"
"23.07.1999","5,842","5,842","5,842","5,842","1,06%"
"22.07.1999","5,781","5,781","5,781","5,781","2,25%"
"21.07.1999","5,654","5,654","5,654","5,654","0,30%"
"20.07.1999","5,637","5,637","5,637","5,637","-0,53%"
"19.07.1999","5,667","5,667","5,667","5,667","-0,07%"
"16.07.1999","5,671","5,671","5,671","5,671","-0,96%"
"15.07.1999","5,726","5,726","5,726","5,726","-0,14%"
"14.07.1999","5,734","5,734","5,734","5,734","0,53%"
"13.07.1999","5,704","5,704","5,704","5,704","-0,45%"
"12.07.1999","5,730","5,730","5,730","5,730","-1,75%"
"09.07.1999","5,832","5,832","5,832","5,832","0,15%"
"08.07.1999","5,823","5,823","5,823","5,823","-1,10%"
"07.07.1999","5,888","5,888","5,888","5,888","0,31%"
"06.07.1999","5,870","5,870","5,870","5,870","0,58%"
"02.07.1999","5,836","5,836","5,836","5,836","-0,07%"
"01.07.1999","5,840","5,840","5,840","5,840","0,95%"
"30.06.1999","5,785","5,785","5,785","5,785","-2,38%"
"29.06.1999","5,926","5,926","5,926","5,926","-0,35%"
"28.06.1999","5,947","5,947","5,947","5,947","-1,15%"
"25.06.1999","6,016","6,016","6,016","6,016","-0,36%"
"24.06.1999","6,038","6,038","6,038","6,038","0,08%"
"23.06.1999","6,033","6,033","6,033","6,033","1,82%"
"22.06.1999","5,925","5,925","5,925","5,925","0,58%"
"21.06.1999","5,891","5,891","5,891","5,891","1,10%"
"18.06.1999","5,827","5,827","5,827","5,827","0,67%"
"17.06.1999","5,788","5,788","5,788","5,788","-2,31%"
"16.06.1999","5,925","5,925","5,925","5,925","-0,94%"
"15.06.1999","5,981","5,981","5,981","5,981","0,30%"
"14.06.1999","5,963","5,963","5,963","5,963","-1,23%"
"11.06.1999","6,037","6,037","6,037","6,037","1,82%"
"10.06.1999","5,929","5,929","5,929","5,929","0,66%"
"09.06.1999","5,890","5,890","5,890","5,890","1,10%"
"08.06.1999","5,826","5,826","5,826","5,826","0,52%"
"07.06.1999","5,796","5,796","5,796","5,796","-0,22%"
"04.06.1999","5,809","5,809","5,809","5,809","0,07%"
"03.06.1999","5,805","5,805","5,805","5,805","0,45%"
"02.06.1999","5,779","5,779","5,779","5,779","0,30%"
"01.06.1999","5,762","5,762","5,762","5,762","2,45%"
"28.05.1999","5,624","5,624","5,624","5,624","-0,07%"
"27.05.1999","5,628","5,628","5,628","5,628","1,35%"
"26.05.1999","5,553","5,553","5,553","5,553","1,50%"
"25.05.1999","5,471","5,471","5,471","5,471","-0,15%"
"24.05.1999","5,479","5,479","5,479","5,479","-0,60%"
"21.05.1999","5,512","5,512","5,512","5,512","-1,48%"
"20.05.1999","5,595","5,595","5,595","5,595","0,00%"
"19.05.1999","5,595","5,595","5,595","5,595","-1,17%"
"18.05.1999","5,661","5,661","5,661","5,661","0,37%"
"17.05.1999","5,640","5,640","5,640","5,640","0,21%"
"14.05.1999","5,628","5,628","5,628","5,628","4,03%"
"13.05.1999","5,410","5,410","5,410","5,410","-2,82%"
"12.05.1999","5,567","5,567","5,567","5,567","-0,23%"
"11.05.1999","5,580","5,580","5,580","5,580","0,79%"
"10.05.1999","5,536","5,536","5,536","5,536","-0,07%"
"07.05.1999","5,540","5,540","5,540","5,540","0,65%"
"06.05.1999","5,504","5,504","5,504","5,504","1,96%"
"05.05.1999","5,398","5,398","5,398","5,398","-0,17%"
"04.05.1999","5,407","5,407","5,407","5,407","0,90%"
"03.05.1999","5,359","5,359","5,359","5,359","0,17%"
"30.04.1999","5,350","5,350","5,350","5,350","2,57%"
"29.04.1999","5,216","5,216","5,216","5,216","-0,89%"
"28.04.1999","5,263","5,263","5,263","5,263","1,08%"
"27.04.1999","5,207","5,207","5,207","5,207","-0,25%"
"26.04.1999","5,220","5,220","5,220","5,220","-0,57%"
"23.04.1999","5,250","5,250","5,250","5,250","0,02%"
"22.04.1999","5,249","5,249","5,249","5,249","1,41%"
"21.04.1999","5,176","5,176","5,176","5,176","0,74%"
"20.04.1999","5,138","5,138","5,138","5,138","-0,08%"
"19.04.1999","5,142","5,142","5,142","5,142","-1,48%"
"16.04.1999","5,219","5,219","5,219","5,219","1,01%"
"15.04.1999","5,167","5,167","5,167","5,167","0,66%"
"14.04.1999","5,133","5,133","5,133","5,133","0,59%"
"13.04.1999","5,103","5,103","5,103","5,103","0,99%"
"12.04.1999","5,053","5,053","5,053","5,053","-0,08%"
"09.04.1999","5,057","5,057","5,057","5,057","0,34%"
"08.04.1999","5,040","5,040","5,040","5,040","-1,64%"
"07.04.1999","5,124","5,124","5,124","5,124","0,00%"
"06.04.1999","5,124","5,124","5,124","5,124","-1,21%"
"05.04.1999","5,187","5,187","5,187","5,187","-1,69%"
"01.04.1999","5,276","5,276","5,276","5,276","0,65%"
"31.03.1999","5,242","5,242","5,242","5,242","0,98%"
"30.03.1999","5,191","5,191","5,191","5,191","-1,29%"
"29.03.1999","5,259","5,259","5,259","5,259","0,98%"
"26.03.1999","5,208","5,208","5,208","5,208","-0,15%"
"25.03.1999","5,216","5,216","5,216","5,216","1,16%"
"24.03.1999","5,156","5,156","5,156","5,156","-0,08%"
"23.03.1999","5,160","5,160","5,160","5,160","-0,83%"
"22.03.1999","5,203","5,203","5,203","5,203","0,42%"
"19.03.1999","5,181","5,181","5,181","5,181","1,57%"
"18.03.1999","5,101","5,101","5,101","5,101","-0,41%"
"17.03.1999","5,122","5,122","5,122","5,122","0,25%"
"16.03.1999","5,109","5,109","5,109","5,109","-0,89%"
"15.03.1999","5,155","5,155","5,155","5,155","0,16%"
"12.03.1999","5,147","5,147","5,147","5,147","-0,96%"
"11.03.1999","5,197","5,197","5,197","5,197","-0,08%"
"10.03.1999","5,201","5,201","5,201","5,201","0,56%"
"09.03.1999","5,172","5,172","5,172","5,172","-1,84%"
"08.03.1999","5,269","5,269","5,269","5,269","-0,96%"
"05.03.1999","5,320","5,320","5,320","5,320","-1,83%"
"04.03.1999","5,419","5,419","5,419","5,419","0,65%"
"03.03.1999","5,384","5,384","5,384","5,384","1,30%"
"02.03.1999","5,315","5,315","5,315","5,315","-1,43%"
"01.03.1999","5,392","5,392","5,392","5,392","1,85%"
"26.02.1999","5,294","5,294","5,294","5,294","-1,10%"
"25.02.1999","5,353","5,353","5,353","5,353","3,36%"
"24.02.1999","5,179","5,179","5,179","5,179","1,49%"
"23.02.1999","5,103","5,103","5,103","5,103","1,65%"
"22.02.1999","5,020","5,020","5,020","5,020","-1,14%"
"19.02.1999","5,078","5,078","5,078","5,078","0,42%"
"18.02.1999","5,057","5,057","5,057","5,057","1,67%"
"17.02.1999","4,974","4,974","4,974","4,974","-0,90%"
"16.02.1999","5,019","5,019","5,019","5,019","-0,83%"
"12.02.1999","5,061","5,061","5,061","5,061","2,70%"
"11.02.1999","4,928","4,928","4,928","4,928","-0,08%"
"10.02.1999","4,932","4,932","4,932","4,932","1,09%"
"09.02.1999","4,879","4,879","4,879","4,879","-0,91%"
"08.02.1999","4,924","4,924","4,924","4,924","-0,42%"
"05.02.1999","4,945","4,945","4,945","4,945","1,44%"
"04.02.1999","4,875","4,875","4,875","4,875","0,93%"
"03.02.1999","4,830","4,830","4,830","4,830","0,58%"
"02.02.1999","4,802","4,802","4,802","4,802","1,03%"
"01.02.1999","4,753","4,753","4,753","4,753","2,15%"
"29.01.1999","4,653","4,653","4,653","4,653","-0,17%"
"28.01.1999","4,661","4,661","4,661","4,661","-0,26%"
"27.01.1999","4,673","4,673","4,673","4,673","-0,43%"
"26.01.1999","4,693","4,693","4,693","4,693","0,60%"
"25.01.1999","4,665","4,665","4,665","4,665","0,78%"
"22.01.1999","4,629","4,629","4,629","4,629","-1,20%"
"21.01.1999","4,685","4,685","4,685","4,685","-1,18%"
"20.01.1999","4,741","4,741","4,741","4,741","0,59%"
"19.01.1999","4,713","4,713","4,713","4,713","0,60%"
"15.01.1999","4,685","4,685","4,685","4,685","1,72%"
"14.01.1999","4,606","4,606","4,606","4,606","-2,19%"
"13.01.1999","4,709","4,709","4,709","4,709","-2,10%"
"12.01.1999","4,810","4,810","4,810","4,810","-1,90%"
